Lat,Lng,Depth,Mag,Sig,Place,Time,Month,Day,Year,Country
37.967,140.11700000000002,53.8,5.0,385,"eastern Honshu, Japan",2011-03-11 09:16:29.890,3,11,2011,JP
37.439,144.13,10.0,5.0,385,"off the east coast of Honshu, Japan",2011-03-11 09:19:07.840,3,11,2011,JP
38.298,142.159,68.1,5.3,432,"near the east coast of Honshu, Japan",2011-03-11 09:27:42.240,3,11,2011,JP
37.696,142.65,35.0,5.0,385,"off the east coast of Honshu, Japan",2011-03-11 09:34:12.770,3,11,2011,JP
35.912,141.601,5.8,5.5,465,"near the east coast of Honshu, Japan",2011-03-11 09:37:04.610,3,11,2011,JP
39.495,142.705,18.0,5.3,432,"near the east coast of Honshu, Japan",2011-03-11 09:42:20.550,3,11,2011,JP
36.664,142.299,35.1,5.0,385,"off the east coast of Honshu, Japan",2011-03-11 09:45:25.080,3,11,2011,JP
37.397,144.121,35.0,5.0,385,"off the east coast of Honshu, Japan",2011-03-11 09:45:44.220,3,11,2011,JP
39.599000000000004,143.056,38.6,5.4,449,"off the east coast of Honshu, Japan",2011-03-11 09:47:01.830,3,11,2011,JP
36.223,141.822,47.5,5.1,400,"near the east coast of Honshu, Japan",2011-03-11 09:51:06.650,3,11,2011,JP
37.715,141.812,55.8,5.0,385,"near the east coast of Honshu, Japan",2011-03-11 09:52:43.840,3,11,2011,JP
36.661,142.191,10.0,5.3,432,"off the east coast of Honshu, Japan",2011-03-11 09:59:51.990,3,11,2011,JP
37.295,143.158,21.3,5.1,400,"off the east coast of Honshu, Japan",2011-03-11 10:00:27.200,3,11,2011,JP
39.185,142.76,26.5,6.0,554,"near the east coast of Honshu, Japan",2011-03-11 10:10:34.220,3,11,2011,JP
35.808,140.983,35.0,5.0,385,"near the east coast of Honshu, Japan",2011-03-11 10:15:49.410,3,11,2011,JP
36.047,141.61,22.5,5.0,385,"near the east coast of Honshu, Japan",2011-03-11 10:19:51.620,3,11,2011,JP
36.896,142.247,17.5,5.4,449,"off the east coast of Honshu, Japan",2011-03-11 10:20:26.240,3,11,2011,JP
37.256,142.032,43.8,5.4,449,"off the east coast of Honshu, Japan",2011-03-11 10:21:09.350,3,11,2011,JP
37.97,142.863,35.0,5.1,400,"off the east coast of Honshu, Japan",2011-03-11 10:21:55.670,3,11,2011,JP
36.665,142.52100000000002,10.0,5.7,500,"off the east coast of Honshu, Japan",2011-03-11 10:22:02.630,3,11,2011,JP
-52.397,-118.02600000000001,10.0,5.0,385,southern East Pacific Rise,2011-03-11 10:23:01.700,3,11,2011,CL
37.961,143.571,35.0,5.0,385,"off the east coast of Honshu, Japan",2011-03-11 10:28:21.040,3,11,2011,JP
39.397,143.592,20.0,5.9,536,"off the east coast of Honshu, Japan",2011-03-11 10:28:42.690,3,11,2011,JP
37.05,141.2,37.8,5.2,416,"near the east coast of Honshu, Japan",2011-03-11 10:35:36.710,3,11,2011,JP
36.688,142.487,35.0,5.0,385,"off the east coast of Honshu, Japan",2011-03-11 10:40:53.720,3,11,2011,JP
38.387,143.116,35.0,5.0,385,"off the east coast of Honshu, Japan",2011-03-11 10:44:08.030,3,11,2011,JP
35.888000000000005,141.388,12.3,5.4,449,"near the east coast of Honshu, Japan",2011-03-11 10:45:19.320,3,11,2011,JP
38.417,143.752,33.3,5.6,482,"off the east coast of Honshu, Japan",2011-03-11 10:45:44.690,3,11,2011,JP
37.491,143.05,6.6,5.2,416,"off the east coast of Honshu, Japan",2011-03-11 10:47:08.970,3,11,2011,JP
38.491,143.36,36.4,5.0,385,"off the east coast of Honshu, Japan",2011-03-11 10:52:08.320,3,11,2011,JP
39.001999999999995,142.267,15.4,5.2,416,"near the east coast of Honshu, Japan",2011-03-11 10:58:02.840,3,11,2011,JP
37.736999999999995,141.496,41.8,5.6,482,"near the east coast of Honshu, Japan",2011-03-11 11:00:52.420,3,11,2011,JP
39.173,142.965,47.5,5.3,432,"near the east coast of Honshu, Japan",2011-03-11 11:02:30.040,3,11,2011,JP
38.004,142.605,35.0,5.0,385,"near the east coast of Honshu, Japan",2011-03-11 11:06:07.560,3,11,2011,JP
37.024,142.54399999999998,35.0,5.1,400,"off the east coast of Honshu, Japan",2011-03-11 11:06:44.440,3,11,2011,JP
36.481,143.265,35.0,5.2,416,"off the east coast of Honshu, Japan",2011-03-11 11:09:45.830,3,11,2011,JP
35.535,141.842,35.0,5.5,465,"near the east coast of Honshu, Japan",2011-03-11 11:10:58.300,3,11,2011,JP
36.38,141.778,25.9,5.5,465,"near the east coast of Honshu, Japan",2011-03-11 11:13:12.980,3,11,2011,JP
39.193000000000005,143.32299999999998,52.1,5.3,432,"off the east coast of Honshu, Japan",2011-03-11 11:15:56.250,3,11,2011,JP
36.628,141.809,36.6,5.5,465,"near the east coast of Honshu, Japan",2011-03-11 11:16:50.250,3,11,2011,JP
35.684,140.933,35.0,5.7,500,"near the east coast of Honshu, Japan",2011-03-11 11:21:03.070,3,11,2011,JP
37.547,143.07299999999998,35.0,5.8,518,"off the east coast of Honshu, Japan",2011-03-11 11:21:29.790,3,11,2011,JP
35.571,142.011,9.6,5.2,416,"off the east coast of Honshu, Japan",2011-03-11 11:25:31.740,3,11,2011,JP
39.128,143.369,10.0,5.4,449,"off the east coast of Honshu, Japan",2011-03-11 11:27:18.490,3,11,2011,JP
38.504,142.162,27.7,5.2,416,"near the east coast of Honshu, Japan",2011-03-11 11:28:50.830,3,11,2011,JP
39.219,143.43,13.8,5.4,449,"off the east coast of Honshu, Japan",2011-03-11 11:30:19.150,3,11,2011,JP
38.085,140.115,58.1,5.1,400,"eastern Honshu, Japan",2011-03-11 11:31:13.990,3,11,2011,JP
36.238,142.39600000000002,35.0,5.7,500,"off the east coast of Honshu, Japan",2011-03-11 11:32:14.800,3,11,2011,JP
39.065,143.166,36.3,5.8,518,"off the east coast of Honshu, Japan",2011-03-11 11:32:27.130,3,11,2011,JP
36.271,70.553,192.2,5.1,400,"Hindu Kush region, Afghanistan",2011-03-11 11:32:35.140,3,11,2011,AF
37.906,144.783,18.3,5.3,432,"off the east coast of Honshu, Japan",2011-03-11 11:35:25.320,3,11,2011,JP
39.241,142.463,25.7,6.6,672,"near the east coast of Honshu, Japan",2011-03-11 11:36:40.920,3,11,2011,JP
39.319,142.906,10.0,5.4,449,"near the east coast of Honshu, Japan",2011-03-11 11:42:08.320,3,11,2011,JP
36.695,142.244,35.0,5.7,500,"off the east coast of Honshu, Japan",2011-03-11 11:44:28.300,3,11,2011,JP
36.004,141.171,17.7,5.8,518,"near the east coast of Honshu, Japan",2011-03-11 11:46:42.500,3,11,2011,JP
37.9,144.486,22.7,5.0,385,"off the east coast of Honshu, Japan",2011-03-11 11:49:22.550,3,11,2011,JP
36.93,142.513,35.0,5.3,432,"off the east coast of Honshu, Japan",2011-03-11 11:54:00.740,3,11,2011,JP
37.228,142.703,10.0,5.3,432,"off the east coast of Honshu, Japan",2011-03-11 11:55:21.300,3,11,2011,JP
36.266999999999996,141.52700000000002,23.1,5.5,465,"near the east coast of Honshu, Japan",2011-03-11 11:56:13.240,3,11,2011,JP
37.693000000000005,143.014,25.9,5.3,432,"off the east coast of Honshu, Japan",2011-03-11 11:56:34.940,3,11,2011,JP
39.202,142.094,44.5,5.3,432,"near the east coast of Honshu, Japan",2011-03-11 11:57:16.060,3,11,2011,JP
35.751999999999995,142.08,35.0,5.6,482,"off the east coast of Honshu, Japan",2011-03-11 11:58:54.410,3,11,2011,JP
36.333,142.744,10.0,5.1,400,"off the east coast of Honshu, Japan",2011-03-11 12:04:11.930,3,11,2011,JP
38.899,144.64,35.0,5.0,385,"off the east coast of Honshu, Japan",2011-03-11 12:10:19.100,3,11,2011,JP
38.055,142.548,35.0,5.9,536,"near the east coast of Honshu, Japan",2011-03-11 12:12:54.800,3,11,2011,JP
39.084,142.264,50.2,5.8,518,"near the east coast of Honshu, Japan",2011-03-11 12:15:45.320,3,11,2011,JP
36.48,141.75,14.6,5.3,432,"near the east coast of Honshu, Japan",2011-03-11 12:24:35.150,3,11,2011,JP
36.191,141.71200000000002,39.8,5.2,416,"near the east coast of Honshu, Japan",2011-03-11 12:28:45.910,3,11,2011,JP
38.059,142.695,50.9,5.4,449,"near the east coast of Honshu, Japan",2011-03-11 12:33:18.180,3,11,2011,JP
36.986,143.624,26.1,5.3,432,"off the east coast of Honshu, Japan",2011-03-11 12:34:19.660,3,11,2011,JP
37.463,143.30100000000002,10.0,5.4,449,"off the east coast of Honshu, Japan",2011-03-11 12:34:31.830,3,11,2011,JP
39.283,143.512,10.0,5.3,432,"off the east coast of Honshu, Japan",2011-03-11 12:35:21.680,3,11,2011,JP
36.147,141.602,35.0,5.6,482,"near the east coast of Honshu, Japan",2011-03-11 12:49:02.640,3,11,2011,JP
38.499,141.976,50.9,5.4,449,"near the east coast of Honshu, Japan",2011-03-11 12:54:53.250,3,11,2011,JP
37.795,141.96,35.0,5.5,465,"near the east coast of Honshu, Japan",2011-03-11 12:56:05.330,3,11,2011,JP
36.145,141.692,35.0,5.2,416,"near the east coast of Honshu, Japan",2011-03-11 12:59:22.310,3,11,2011,JP
36.541,141.976,42.3,5.3,432,"near the east coast of Honshu, Japan",2011-03-11 13:02:43.170,3,11,2011,JP
37.744,143.762,35.0,5.1,400,"off the east coast of Honshu, Japan",2011-03-11 13:14:40.230,3,11,2011,JP
37.376999999999995,141.884,52.8,5.1,400,"near the east coast of Honshu, Japan",2011-03-11 13:15:47.030,3,11,2011,JP
36.371,141.743,57.7,5.6,482,"near the east coast of Honshu, Japan",2011-03-11 13:16:51.500,3,11,2011,JP
37.575,142.827,35.0,5.5,465,"off the east coast of Honshu, Japan",2011-03-11 13:18:16.630,3,11,2011,JP
35.789,142.135,35.0,5.0,385,"off the east coast of Honshu, Japan",2011-03-11 13:26:26.390,3,11,2011,JP
39.21,142.798,35.0,5.1,400,"near the east coast of Honshu, Japan",2011-03-11 13:31:55.460,3,11,2011,JP
36.162,141.84,4.7,5.5,465,"near the east coast of Honshu, Japan",2011-03-11 13:34:30.600,3,11,2011,JP
37.338,142.061,33.1,5.0,385,"off the east coast of Honshu, Japan",2011-03-11 13:42:27.190,3,11,2011,JP
38.989000000000004,144.126,25.3,5.7,500,"off the east coast of Honshu, Japan",2011-03-11 13:43:09.590,3,11,2011,JP
36.87,141.15,66.1,5.0,385,"near the east coast of Honshu, Japan",2011-03-11 13:47:42.760,3,11,2011,JP
36.635,141.878,35.0,5.0,385,"near the east coast of Honshu, Japan",2011-03-11 13:48:29.400,3,11,2011,JP
38.371,143.123,32.7,5.3,432,"off the east coast of Honshu, Japan",2011-03-11 13:48:37.840,3,11,2011,JP
37.995,142.895,47.4,5.2,416,"off the east coast of Honshu, Japan",2011-03-11 13:55:28.870,3,11,2011,JP
37.217,142.144,47.6,5.1,400,"off the east coast of Honshu, Japan",2011-03-11 13:56:01.600,3,11,2011,JP
36.123000000000005,140.761,51.3,5.5,465,"near the east coast of Honshu, Japan",2011-03-11 14:00:38.590,3,11,2011,JP
37.498000000000005,141.935,21.7,5.2,416,"near the east coast of Honshu, Japan",2011-03-11 14:10:37.160,3,11,2011,JP
37.546,143.221,24.6,5.1,400,"off the east coast of Honshu, Japan",2011-03-11 14:20:16.220,3,11,2011,JP
37.093,142.112,32.5,5.0,385,"off the east coast of Honshu, Japan",2011-03-11 14:21:21.490,3,11,2011,JP
37.408,142.379,38.5,5.0,385,"off the east coast of Honshu, Japan",2011-03-11 14:26:33.850,3,11,2011,JP
37.052,143.957,35.0,5.4,449,"off the east coast of Honshu, Japan",2011-03-11 14:27:40.540,3,11,2011,JP
37.111999999999995,144.036,20.7,5.5,465,"off the east coast of Honshu, Japan",2011-03-11 14:27:57.040,3,11,2011,JP
36.673,140.795,59.1,5.1,400,"near the east coast of Honshu, Japan",2011-03-11 14:44:11.070,3,11,2011,JP
38.118,144.287,6.2,5.0,385,"off the east coast of Honshu, Japan",2011-03-11 14:49:09.480,3,11,2011,JP
35.966,141.899,9.3,5.3,432,"near the east coast of Honshu, Japan",2011-03-11 14:53:59.730,3,11,2011,JP
35.96,141.403,10.2,5.8,518,"near the east coast of Honshu, Japan",2011-03-11 14:56:11.930,3,11,2011,JP
39.045,142.35399999999998,59.9,5.0,385,"near the east coast of Honshu, Japan",2011-03-11 15:01:41.110,3,11,2011,JP
37.283,141.741,31.9,5.0,385,"near the east coast of Honshu, Japan",2011-03-11 15:06:24.310,3,11,2011,JP
36.332,141.54,15.1,5.5,465,"near the east coast of Honshu, Japan",2011-03-11 15:07:39.530,3,11,2011,JP
35.994,141.808,21.0,6.3,611,"near the east coast of Honshu, Japan",2011-03-11 15:13:14.680,3,11,2011,JP
36.247,141.856,35.0,5.5,465,"near the east coast of Honshu, Japan",2011-03-11 15:19:38.270,3,11,2011,JP
36.398,141.864,52.8,6.0,554,"near the east coast of Honshu, Japan",2011-03-11 15:20:08.190,3,11,2011,JP
35.637,141.548,35.0,5.5,465,"near the east coast of Honshu, Japan",2011-03-11 15:22:27.020,3,11,2011,JP
37.319,142.284,20.1,5.2,416,"off the east coast of Honshu, Japan",2011-03-11 15:26:00.170,3,11,2011,JP
37.181,142.245,33.2,5.2,416,"off the east coast of Honshu, Japan",2011-03-11 15:32:34.050,3,11,2011,JP
36.024,141.713,16.9,5.4,449,"near the east coast of Honshu, Japan",2011-03-11 15:42:03.880,3,11,2011,JP
35.939,141.965,35.0,5.0,385,"near the east coast of Honshu, Japan",2011-03-11 15:46:02.560,3,11,2011,JP
37.496,142.37,14.3,5.0,385,"off the east coast of Honshu, Japan",2011-03-11 15:50:57.080,3,11,2011,JP
38.699,142.991,35.0,5.0,385,"near the east coast of Honshu, Japan",2011-03-11 15:51:44.270,3,11,2011,JP
36.575,144.069,35.0,5.4,449,"off the east coast of Honshu, Japan",2011-03-11 16:02:01.300,3,11,2011,JP
39.256,144.406,35.0,5.3,432,"off the east coast of Honshu, Japan",2011-03-11 16:04:53.280,3,11,2011,JP
39.464,143.465,35.0,5.5,465,"off the east coast of Honshu, Japan",2011-03-11 16:11:30.000,3,11,2011,JP
39.621,143.379,35.0,5.0,385,"off the east coast of Honshu, Japan",2011-03-11 16:34:21.000,3,11,2011,JP
36.556999999999995,142.303,35.0,5.0,385,"off the east coast of Honshu, Japan",2011-03-11 16:36:59.650,3,11,2011,JP
37.817,143.149,35.0,5.0,385,"off the east coast of Honshu, Japan",2011-03-11 16:55:53.460,3,11,2011,JP
38.167,144.338,35.0,5.0,385,"off the east coast of Honshu, Japan",2011-03-11 16:59:55.980,3,11,2011,JP
38.501,144.3,18.3,5.0,385,"off the east coast of Honshu, Japan",2011-03-11 17:11:14.950,3,11,2011,JP
37.472,144.091,10.0,5.0,385,"off the east coast of Honshu, Japan",2011-03-11 17:12:37.500,3,11,2011,JP
36.999,144.159,9.3,5.6,482,"off the east coast of Honshu, Japan",2011-03-11 17:16:56.210,3,11,2011,JP
35.330999999999996,141.391,1.7,5.5,465,"near the east coast of Honshu, Japan",2011-03-11 17:17:23.610,3,11,2011,JP
37.743,143.571,35.0,5.1,400,"off the east coast of Honshu, Japan",2011-03-11 17:20:54.290,3,11,2011,JP
36.566,142.428,35.0,5.1,400,"off the east coast of Honshu, Japan",2011-03-11 17:22:56.000,3,11,2011,JP
35.997,141.814,15.9,5.0,385,"near the east coast of Honshu, Japan",2011-03-11 17:23:55.220,3,11,2011,JP
37.376999999999995,141.136,23.9,5.0,385,"near the east coast of Honshu, Japan",2011-03-11 17:30:47.410,3,11,2011,JP
37.055,144.632,19.4,5.4,449,"off the east coast of Honshu, Japan",2011-03-11 17:32:12.250,3,11,2011,JP
37.329,142.70600000000002,44.9,5.1,400,"off the east coast of Honshu, Japan",2011-03-11 17:34:20.820,3,11,2011,JP
39.742,143.423,50.8,5.2,416,"off the east coast of Honshu, Japan",2011-03-11 17:38:04.010,3,11,2011,JP
37.663000000000004,144.909,35.0,5.0,385,"off the east coast of Honshu, Japan",2011-03-11 17:50:01.780,3,11,2011,JP
36.765,142.056,49.8,5.0,385,"off the east coast of Honshu, Japan",2011-03-11 17:51:22.700,3,11,2011,JP
37.196999999999996,142.096,15.6,5.7,500,"off the east coast of Honshu, Japan",2011-03-11 18:11:24.660,3,11,2011,JP
36.453,142.205,35.0,5.1,400,"off the east coast of Honshu, Japan",2011-03-11 18:13:41.870,3,11,2011,JP
36.22,141.628,39.5,5.8,518,"near the east coast of Honshu, Japan",2011-03-11 18:17:07.290,3,11,2011,JP
39.188,143.255,38.9,5.0,385,"off the east coast of Honshu, Japan",2011-03-11 18:43:02.930,3,11,2011,JP
36.832,141.024,54.2,5.0,385,"near the east coast of Honshu, Japan",2011-03-11 18:44:09.200,3,11,2011,JP
36.129,141.241,16.2,5.1,400,"near the east coast of Honshu, Japan",2011-03-11 18:45:26.510,3,11,2011,JP
35.8,141.741,4.1,5.0,385,"near the east coast of Honshu, Japan",2011-03-11 18:55:11.360,3,11,2011,JP
37.014,138.376,9.3,6.2,591,"near the west coast of Honshu, Japan",2011-03-11 18:59:16.540,3,11,2011,JP
39.342,142.872,27.1,6.0,554,"near the east coast of Honshu, Japan",2011-03-11 19:02:59.170,3,11,2011,JP
36.264,140.884,9.1,5.5,465,"near the east coast of Honshu, Japan",2011-03-11 19:08:38.730,3,11,2011,JP
38.163000000000004,144.015,35.0,5.0,385,"off the east coast of Honshu, Japan",2011-03-11 19:10:52.320,3,11,2011,JP
35.685,140.658,2.2,5.5,465,"near the east coast of Honshu, Japan",2011-03-11 19:24:24.510,3,11,2011,JP
37.059,142.983,10.0,5.0,385,"off the east coast of Honshu, Japan",2011-03-11 19:30:08.980,3,11,2011,JP
36.943000000000005,138.3,12.4,5.7,500,"eastern Honshu, Japan",2011-03-11 19:31:56.250,3,11,2011,JP
37.111,142.44,35.0,5.2,416,"off the east coast of Honshu, Japan",2011-03-11 19:32:15.840,3,11,2011,JP
37.436,143.558,35.0,5.0,385,"off the east coast of Honshu, Japan",2011-03-11 19:40:11.640,3,11,2011,JP
37.562,141.578,11.8,5.2,416,"near the east coast of Honshu, Japan",2011-03-11 19:45:21.780,3,11,2011,JP
40.483000000000004,139.055,10.0,6.2,596,"near the west coast of Honshu, Japan",2011-03-11 19:46:50.880,3,11,2011,JP
-24.444000000000003,-176.16299999999998,10.0,5.0,385,south of the Fiji Islands,2011-03-11 19:48:26.140,3,11,2011,TO
38.895,144.356,7.0,5.0,385,"off the east coast of Honshu, Japan",2011-03-11 19:56:01.700,3,11,2011,JP
39.005,142.63299999999998,17.4,6.1,572,"near the east coast of Honshu, Japan",2011-03-11 20:11:24.060,3,11,2011,JP
38.385,144.859,10.0,5.0,385,"off the east coast of Honshu, Japan",2011-03-11 20:15:18.220,3,11,2011,JP
35.814,141.605,8.1,5.7,500,"near the east coast of Honshu, Japan",2011-03-11 20:23:41.280,3,11,2011,JP
36.898,141.967,59.2,5.2,416,"near the east coast of Honshu, Japan",2011-03-11 20:25:24.270,3,11,2011,JP
37.678000000000004,143.34,6.2,5.4,449,"off the east coast of Honshu, Japan",2011-03-11 20:26:16.730,3,11,2011,JP
36.997,141.118,36.6,5.1,400,"near the east coast of Honshu, Japan",2011-03-11 20:34:41.990,3,11,2011,JP
37.829,142.828,25.8,5.5,465,"off the east coast of Honshu, Japan",2011-03-11 20:36:10.270,3,11,2011,JP
37.662,143.713,24.2,5.1,400,"off the east coast of Honshu, Japan",2011-03-11 20:41:24.280,3,11,2011,JP
38.275,142.257,10.0,5.0,385,"near the east coast of Honshu, Japan",2011-03-11 20:42:38.600,3,11,2011,JP
39.167,143.002,35.6,5.0,385,"off the east coast of Honshu, Japan",2011-03-11 20:46:59.300,3,11,2011,JP
38.998000000000005,142.47799999999998,16.6,5.4,449,"near the east coast of Honshu, Japan",2011-03-11 21:00:43.950,3,11,2011,JP
37.829,142.911,39.3,5.0,385,"off the east coast of Honshu, Japan",2011-03-11 21:03:35.010,3,11,2011,JP
37.255,142.30200000000002,28.2,5.2,416,"off the east coast of Honshu, Japan",2011-03-11 21:42:00.060,3,11,2011,JP
38.282,142.251,69.2,5.4,449,"near the east coast of Honshu, Japan",2011-03-11 22:04:13.140,3,11,2011,JP
36.634,141.641,40.5,5.0,385,"near the east coast of Honshu, Japan",2011-03-11 22:18:39.210,3,11,2011,JP
37.080999999999996,143.809,32.2,5.0,385,"off the east coast of Honshu, Japan",2011-03-11 22:36:57.550,3,11,2011,JP
37.609,143.811,34.1,5.1,400,"off the east coast of Honshu, Japan",2011-03-11 22:42:59.200,3,11,2011,JP
37.834,144.827,39.3,5.7,500,"off the east coast of Honshu, Japan",2011-03-11 22:51:19.850,3,11,2011,JP
36.486,142.311,20.4,5.4,449,"off the east coast of Honshu, Japan",2011-03-11 22:54:27.530,3,11,2011,JP
39.051,142.623,24.0,5.3,432,"near the east coast of Honshu, Japan",2011-03-11 23:26:49.680,3,11,2011,JP
37.064,143.524,24.5,5.0,385,"off the east coast of Honshu, Japan",2011-03-11 23:40:11.420,3,11,2011,JP
38.857,142.532,29.1,5.1,400,"near the east coast of Honshu, Japan",2011-03-11 23:53:29.260,3,11,2011,JP
38.397,143.525,31.0,5.3,432,"off the east coast of Honshu, Japan",2011-03-11 23:58:03.430,3,11,2011,JP
36.528,141.506,22.3,5.4,449,"near the east coast of Honshu, Japan",2011-03-11 23:59:21.080,3,11,2011,JP
36.555,143.595,22.6,5.0,385,"off the east coast of Honshu, Japan",2011-03-12 00:21:24.420,3,12,2011,JP
37.755,141.885,30.7,5.0,385,"near the east coast of Honshu, Japan",2011-03-12 00:25:07.750,3,12,2011,JP
37.207,142.499,35.0,5.0,385,"off the east coast of Honshu, Japan",2011-03-12 00:39:38.040,3,12,2011,JP
36.111999999999995,141.768,20.0,5.5,465,"near the east coast of Honshu, Japan",2011-03-12 00:45:09.180,3,12,2011,JP
37.821,141.392,30.1,5.0,385,"near the east coast of Honshu, Japan",2011-03-12 01:03:58.700,3,12,2011,JP
38.053000000000004,142.67700000000002,20.8,5.4,449,"near the east coast of Honshu, Japan",2011-03-12 01:17:00.680,3,12,2011,JP
-16.647000000000002,-173.222,35.0,5.2,416,Tonga,2011-03-12 01:17:41.140,3,12,2011,TO
-16.724,-173.205,14.0,5.8,518,Tonga,2011-03-12 01:19:07.200,3,12,2011,TO
36.339,141.665,13.0,5.0,385,"near the east coast of Honshu, Japan",2011-03-12 01:25:01.270,3,12,2011,JP
38.751,142.83100000000002,22.3,5.8,518,"near the east coast of Honshu, Japan",2011-03-12 01:34:09.620,3,12,2011,JP
39.16,142.941,34.9,5.3,432,"near the east coast of Honshu, Japan",2011-03-12 01:35:29.930,3,12,2011,JP
36.532,142.299,20.5,5.2,416,"off the east coast of Honshu, Japan",2011-03-12 01:36:24.560,3,12,2011,JP
36.330999999999996,141.555,28.4,5.1,400,"near the east coast of Honshu, Japan",2011-03-12 01:43:19.860,3,12,2011,JP
37.328,141.754,32.2,5.5,465,"near the east coast of Honshu, Japan",2011-03-12 01:46:20.540,3,12,2011,JP
37.594,142.648,20.0,6.5,650,"off the east coast of Honshu, Japan",2011-03-12 01:47:15.400,3,12,2011,JP
37.483000000000004,142.80200000000002,26.9,5.2,416,"off the east coast of Honshu, Japan",2011-03-12 01:59:43.480,3,12,2011,JP
36.667,141.431,26.9,5.2,416,"near the east coast of Honshu, Japan",2011-03-12 02:34:05.040,3,12,2011,JP
40.126,142.719,18.1,5.0,385,"near the east coast of Honshu, Japan",2011-03-12 02:37:29.450,3,12,2011,JP
39.099000000000004,142.304,24.6,5.0,385,"near the east coast of Honshu, Japan",2011-03-12 02:43:10.090,3,12,2011,JP
37.6,143.61,14.6,5.9,536,"off the east coast of Honshu, Japan",2011-03-12 02:47:33.500,3,12,2011,JP
37.722,144.22,22.2,5.0,385,"off the east coast of Honshu, Japan",2011-03-12 02:51:47.470,3,12,2011,JP
39.549,142.59799999999998,19.9,5.8,518,"near the east coast of Honshu, Japan",2011-03-12 03:01:47.410,3,12,2011,JP
35.952,141.344,16.7,5.9,536,"near the east coast of Honshu, Japan",2011-03-12 03:11:57.760,3,12,2011,JP
37.887,144.623,24.9,5.3,432,"off the east coast of Honshu, Japan",2011-03-12 03:29:27.810,3,12,2011,JP
35.222,140.953,13.6,5.3,432,"near the east coast of Honshu, Japan",2011-03-12 03:34:43.920,3,12,2011,JP
35.79,141.226,8.8,5.0,385,"near the east coast of Honshu, Japan",2011-03-12 03:54:44.740,3,12,2011,JP
-3.016,139.1,59.4,5.5,465,"Papua, Indonesia",2011-03-12 04:04:49.580,3,12,2011,ID
38.865,141.779,38.2,5.2,416,"near the east coast of Honshu, Japan",2011-03-12 04:06:10.220,3,12,2011,JP
35.905,141.34,31.1,5.1,400,"near the east coast of Honshu, Japan",2011-03-12 04:47:18.840,3,12,2011,JP
40.082,143.202,25.5,5.7,500,"off the east coast of Honshu, Japan",2011-03-12 04:52:57.130,3,12,2011,JP
37.734,143.907,16.6,5.1,400,"off the east coast of Honshu, Japan",2011-03-12 05:58:55.960,3,12,2011,JP
36.367,141.73,30.7,5.1,400,"near the east coast of Honshu, Japan",2011-03-12 06:00:25.280,3,12,2011,JP
37.09,143.812,6.9,5.1,400,"off the east coast of Honshu, Japan",2011-03-12 06:10:17.960,3,12,2011,JP
38.494,143.796,20.1,5.4,449,"off the east coast of Honshu, Japan",2011-03-12 06:10:45.030,3,12,2011,JP
39.171,142.33,53.7,5.5,465,"near the east coast of Honshu, Japan",2011-03-12 06:18:44.570,3,12,2011,JP
39.597,143.452,28.3,5.0,385,"off the east coast of Honshu, Japan",2011-03-12 06:35:59.960,3,12,2011,JP
37.424,142.007,47.2,5.0,385,"off the east coast of Honshu, Japan",2011-03-12 07:13:37.480,3,12,2011,JP
39.001,144.675,29.6,5.1,400,"off the east coast of Honshu, Japan",2011-03-12 07:18:55.000,3,12,2011,JP
37.38,142.575,38.8,5.0,385,"off the east coast of Honshu, Japan",2011-03-12 07:35:39.260,3,12,2011,JP
36.888000000000005,141.563,54.5,5.1,400,"near the east coast of Honshu, Japan",2011-03-12 07:36:58.940,3,12,2011,JP
35.905,141.45,37.3,5.1,400,"near the east coast of Honshu, Japan",2011-03-12 07:54:09.390,3,12,2011,JP
37.178000000000004,143.624,23.3,5.0,385,"off the east coast of Honshu, Japan",2011-03-12 08:52:47.840,3,12,2011,JP
37.321999999999996,143.571,24.1,5.2,416,"off the east coast of Honshu, Japan",2011-03-12 08:59:59.970,3,12,2011,JP
37.094,143.466,10.0,5.2,416,"off the east coast of Honshu, Japan",2011-03-12 09:18:53.520,3,12,2011,JP
37.384,143.704,35.0,5.0,385,"off the east coast of Honshu, Japan",2011-03-12 09:27:13.360,3,12,2011,JP
38.859,142.811,32.5,5.2,416,"near the east coast of Honshu, Japan",2011-03-12 09:40:44.550,3,12,2011,JP
-3.84,151.453,10.0,5.6,482,"New Ireland region, Papua New Guinea",2011-03-12 09:51:35.310,3,12,2011,PG
35.944,141.77200000000002,35.0,5.0,385,"near the east coast of Honshu, Japan",2011-03-12 10:00:27.220,3,12,2011,JP
37.150999999999996,143.469,22.3,5.3,432,"off the east coast of Honshu, Japan",2011-03-12 10:20:21.180,3,12,2011,JP
37.498000000000005,144.454,26.9,5.2,416,"off the east coast of Honshu, Japan",2011-03-12 10:34:47.390,3,12,2011,JP
36.699,141.763,35.0,5.0,385,"near the east coast of Honshu, Japan",2011-03-12 10:39:12.510,3,12,2011,JP
39.049,142.279,27.0,5.7,500,"near the east coast of Honshu, Japan",2011-03-12 10:53:30.780,3,12,2011,JP
35.743,141.681,10.0,5.3,432,"near the east coast of Honshu, Japan",2011-03-12 11:45:59.990,3,12,2011,JP
37.746,143.828,35.0,5.1,400,"off the east coast of Honshu, Japan",2011-03-12 12:50:29.090,3,12,2011,JP
